RIVOLI;VOIE;MINIMUM_PAIR;MAXIMUM_PAIR;MINIMUM_IMPAIR;MAXIMUM_IMPAIR;NUM_BV;BUREAU_DE_VOTE
3820;OASIS (PLACE DE L');2;8;1;7;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3830;OIGNY (RUE D');2;16;3;27;74;ECOLE PRIMAIRE MARCEAU
3835;OISEAUX (RUE DES);2;2;5;9;67;RESTAURANT SCOLAIRE JULES FERRY
1513;OISELIERES (CHEMIN DES) (VC18);;;1;1;26;ECOLE PRIMAIRE CLAIREFONTAINE
3838;OLIVIER (IMPASSE);2;18;3;13;31;ECOLE MATERNELLE DES MAILLETS
3840;OLIVIER DE SERRES (RUE);4;22;3;25;44;RESTAURANT SCOLAIRE JEAN MACE
3841;OLIVIER GENDEBIEN (RUE);2;52;1;41;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3845;OLIVIER HEUZE (AVENUE);2;246;1;261;77;ECOLE MATERNELLE MARIE CURIE
3842;OLIVIER MESSIAEN (AVENUE);66;72;47;71;96;ITEMM
3852;OLYMPE DE GOUGES (RUE);2;8;1;7;48;MAISON DE QUARTIER DES BRUYERES
3863;ORANGERIE (ALLEE DE L');20;32;1;23;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3864;ORANGERS (COURS DES);2;6;1;5;49;MAISON DE QUARTIER DES BRUYERES
3867;ORCHIDEES (RUE DES);2;66;9;83;79;ECOLE MATERNELLE MARIE CURIE
3870;ORLEANS (RUE D');2;40;3;35;84;SALLE DU CHENE VERT
3875;ORMEAU (RUE DE L');2;46;1;45;10;ECOLE MATERNELLE RENE-DESCARTES
3880;OSIER (CHEMIN DE L');14;14;13;15;20;ECOLE PRIMAIRE DU VILLARET
3881;OSIER (RUE DE L');10;36;;;32;ECOLE MATERNELLE DES MAILLETS
3882;OSLO (RUE D');2;12;1;23;33;RESTAURANT SCOLAIRE DU PLATEAU
3885;OUEST (IMPASSE DE L');8;20;7;21;72;ECOLE PRIMAIRE MARCEAU
3886;PABLO NERUDA (BOULEVARD);12;14;23;23;17;MAISON DE QUARTIER CHARLES TRENET
3888;PABLO PICASSO (ALLEE);4;14;7;13;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
3887;PADERBORN (AVENUE DE);2;22;3;35;30;RESTAURANT SCOLAIRE GERMAIN PILON
3890;PAGEOT (RUE);10;28;3;25;66;RESTAURANT SCOLAIRE JULES FERRY
3895;PAILLE (RUE DE LA);2;14;3;29;2;ECOLE MATERNELLE CLAUDE-CHAPPE
3898;PAIN PERDU (CHEMIN DU);2;10;3;9;91;RESTAURANT SCOLAIRE ROGER BOUVET
3900;PAIX (RUE DE LA);2;24;1;21;86;ECOLE MATERNELLE PAULINE KERGOMARD
3905;PAIXHANS (BOULEVARD);6;6;;;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
3905;PAIXHANS (BOULEVARD);8;10;19;31;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
3904;PAIXHANS (PLACE);;;;;10;ECOLE MATERNELLE RENE-DESCARTES
3904;PAIXHANS (PLACE);;;;;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
3910;PALIS (CHEMIN DES);;;;;92;RESTAURANT SCOLAIRE DE LA MADELEINE
3910;PALIS (CHEMIN DES);;;;;93;RESTAURANT SCOLAIRE DE LA MADELEINE
3910;PALIS (CHEMIN DES);;;;;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
3020;PALLICE (ALLEE DE LA);2;6;1;13;90;RESTAURANT SCOLAIRE ROGER BOUVET
3915;PALMIERS (RUE DES);4;54;5;39;29;RESTAURANT SCOLAIRE GERMAIN PILON
3918;PAMPELUNE (RUE DE);4;8;3;5;19;ECOLE PRIMAIRE DU VILLARET
3920;PAMPLEMOUSSE (IMPASSE DU);4;4;1;7;70;RESTAURANT SCOLAIRE BERTHE HUBERT
3925;PANCORDIERS (RUE DES);2;26;1;13;74;ECOLE PRIMAIRE MARCEAU
3943;PANORAMA (AVENUE DU);8;210;25;77;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
3930;PANS DE GORRON (ESCALIER DES);;;;;1;MAIRIE - SALLE PAUL SCARRON
3931;PANS DE GORRON (RUE DES);2;4;3;3;1;MAIRIE - SALLE PAUL SCARRON
3945;PARC (RUE DU);2;70;1;63;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3955;PARC DE BEAULIEU (ALLEE DU);4;72;1;23;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3958;PARC DES EXPOSITIONS (AVENUE DU);2;4;1;5;54;SALLE LE ROYAL
3956;PARC MANCEAU (RUE DU);2;18;1;17;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
3965;PARIS (RUE DE);4;6;1;5;2;ECOLE MATERNELLE CLAUDE-CHAPPE
3970;PARMENTIER (RUE);2;42;1;33;36;MAISON DE QUARTIER BARBARA
3972;PAROS (ALLEE);2;10;1;11;48;MAISON DE QUARTIER DES BRUYERES
3975;PARTERRE (RUE DU);2;14;1;19;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
3980;PAS D'ETE (IMPASSE DU);6BIS;26;5;21;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
3978;PASCHAL GROUSSET (COURS);2;22;1;19;61;RESTAURANT SCOLAIRE JEAN VILAR
3985;PASSERELLE (ALLEE DE LA);;;;;44;RESTAURANT SCOLAIRE JEAN MACE
3986;PASSERELLE (CHEMIN DE LA);10;60;;;44;RESTAURANT SCOLAIRE JEAN MACE
3990;PASTEUR (RUE);4;4;1;45;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
3995;PASTIERE (RUE DE LA);2;32;5;15;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4001;PATIS SAINT LAZARE (IMPASSE DU);2;18;1;5;73;ECOLE PRIMAIRE MARCEAU
4000;PATIS SAINT LAZARE (PLACE DU);2;8;1BIS;9;73;ECOLE PRIMAIRE MARCEAU
4002;PATTE D'OIE D'ALLONNES (PLACE DE LA);;;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4005;PAUL BELDANT (RUE);2;16;1;25;4;ECOLE MATERNELLE GENERAL GOUGEARD
4007;PAUL BERT (RUE);;;25;25;30;RESTAURANT SCOLAIRE GERMAIN PILON
4010;PAUL CEZANNE (PLACE);4;4;5;5;55;ECOLE PRIMAIRE GUY MOQUET
4015;PAUL CHANTREL (BOULEVARD);4;36;1;85;87;ECOLE MATERNELLE PAULINE KERGOMARD
4020;PAUL CLAUDEL (RUE);2;14;1;13;47;ECOLE MATERNELLE MAUBOUSSIN
4025;PAUL COURBOULAY (RUE);2;32;1;59;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
4026;PAUL D'ESTOURN. DE CONSTANT (BOULEVARD);2;6;;;96;ITEMM
4027;PAUL DOUMER (RUE);2;2;;;41;MAISON DE QUARTIER EDITH PIAF
4028;PAUL ELUARD (RUE);2;84;1;53;16;MAISON DE QUARTIER CHARLES TRENET
4030;PAUL JAMIN (RUE);4;60;1;57;53;FOYER FULBERT MASSON
4032;PAUL LE BONHOMME (RUE);;;1;17;45;RESTAURANT SCOLAIRE JEAN MACE
4035;PAUL LIGNEUL (RUE);2BIS;42;1;71;4;ECOLE MATERNELLE GENERAL GOUGEARD
4037;PAUL LOUIS COURIER (RUE);4;14;5;19;25;ECOLE PRIMAIRE CLAIREFONTAINE
4040;PAUL LOUIS JACQUES (AVENUE);4;84;9;87;33;RESTAURANT SCOLAIRE DU PLATEAU
4045;PAUL MARCHAL (RUE);4;20;1;15;12;ECOLE PRIMAIRE SUZANNE-BUSSON
4050;PAUL PAINLEVE (SQUARE);2;16;1;15;54;SALLE LE ROYAL
4052;PAUL VALERY (RUE);4;6;3;9;16;MAISON DE QUARTIER CHARLES TRENET
4003;PAULA BARBELLION (RUE);14;42;19;49;61;RESTAURANT SCOLAIRE JEAN VILAR
4055;PAVE (RUE DU);2;52;;;75;ECOLE PRIMAIRE MARCEAU
4055;PAVE (RUE DU);58;150;;;83;ECOLE PRIMAIRE ARDRIERS
4055;PAVE (RUE DU);;;1;215;87;ECOLE MATERNELLE PAULINE KERGOMARD
4060;PAVILLON (RUE DU);2;98;1;93;37;RESTAURANT SCOLAIRE SABLONNIERE
4063;PAYS BAS (RUE DES);;;1;75;38;RESTAURANT SCOLAIRE SABLONNIERE
4070;PECHEURS (ALLEE DES);12;42;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4075;PECQUENARDIERE (CHEMIN DE LA) (CR57);;;;;16;MAISON DE QUARTIER CHARLES TRENET
4078;PEDRO RODRIGUEZ (RUE);10;26;7;23;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
4081;PEGUY (RUE);2;12;;;32;ECOLE MATERNELLE DES MAILLETS
4084;PELICANS (RUE DES);2;10;1;17;80;RESTAURANT SCOLAIRE MONTAIGU
4085;PELOUSE (RUE DE LA);2;84;1;59;4;ECOLE MATERNELLE GENERAL GOUGEARD
4090;PENICHES (RUE DES);12;32;1;49;78;ECOLE MATERNELLE MARIE CURIE
4100;PEPINIERE (RUE DE LA);2;20;1;39;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
4105;PERCHE (RUE DU);2;6;1;1;68;RESTAURANT SCOLAIRE JULES FERRY
4109;PERDRIX (RUE DES);2;18;1;11;26;ECOLE PRIMAIRE CLAIREFONTAINE
4110;PERE MERSENNE (RUE DU);2;22BIS;1;17;4;ECOLE MATERNELLE GENERAL GOUGEARD
4115;PERLE (RUE DE LA);2;16BIS;1;11;2;ECOLE MATERNELLE CLAUDE-CHAPPE
4117;PERPIGNAN (RUE DE);2;22;3;19;62;RESTAURANT SCOLAIRE JEAN VILAR
4119;PERRAYS (CHEMIN DES);;;3;51;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4118;PERRIERES (CHEMIN DES);;;;;16;MAISON DE QUARTIER CHARLES TRENET
4121;PERRIN (PONT);;;;;84;SALLE DU CHENE VERT
4121;PERRIN (PONT);;;;;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4120;PERRINE (RUE DE LA);2;74;1;63;85;ECOLE MATERNELLE PAULINE KERGOMARD
4123;PERRONNIERE (ALLEE DE LA);;;;;77;ECOLE MATERNELLE MARIE CURIE
4123;PERRONNIERE (ALLEE DE LA);;;;;80;RESTAURANT SCOLAIRE MONTAIGU
4123;PERRONNIERE (ALLEE DE LA);;;;;81;RESTAURANT SCOLAIRE MONTAIGU
4125;PERRONS (RUE DES);2;42;11;47;85;ECOLE MATERNELLE PAULINE KERGOMARD
4130;PERSEIGNE (AVENUE DE);2;34;3;45;25;ECOLE PRIMAIRE CLAIREFONTAINE
4135;PERVENCHES (RUE DES);4;20;3;11;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4146;PETIT LARGE (CHEMIN DU);;;;;81;RESTAURANT SCOLAIRE MONTAIGU
4140;PETIT PARADIS (RUE DU);2;16;1;53;83;ECOLE PRIMAIRE ARDRIERS
4142;PETIT PAVILLON (IMPASSE DU);2;10;3;19;57;RESTAURANT SCOLAIRE MICHEL ANGE
4148;PETIT SAINT GEORGES (PLACE DU);;;;;81;RESTAURANT SCOLAIRE MONTAIGU
4145;PETIT SAINT PIERRE (RUE DU);2;2;;;1;MAIRIE - SALLE PAUL SCARRON
4145;PETIT SAINT PIERRE (RUE DU);;;1;9;84;SALLE DU CHENE VERT
4155;PETIT VINOIS (IMPASSE DU);4;6;3;11;80;RESTAURANT SCOLAIRE MONTAIGU
4167;PETITE BRETECHE (CHEMIN DE LA);;;;;29;RESTAURANT SCOLAIRE GERMAIN PILON
4158;PETITE MALMARE (CHEMIN DE LA);;;;;16;MAISON DE QUARTIER CHARLES TRENET
4144;PETITE POTERNE (ESCALIER DE LA);;;1;1;1;MAIRIE - SALLE PAUL SCARRON
4160;PETITE VITESSE (BOULEVARD DE LA);80;220;9;227;45;RESTAURANT SCOLAIRE JEAN MACE
4138;PETITES FONTAINES (RUE DES);2;8;1;11;22;ECOLE PRIMAIRE DU VILLARET
4169;PETITES RUES (ALLEE DES);8;16;7;17;91;RESTAURANT SCOLAIRE ROGER BOUVET
4165;PETITS DESHAYES (ALLEE DES);;;1;5;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
4170;PEUPLIERS (RUE DES);2BIS;44;1;47;77;ECOLE MATERNELLE MARIE CURIE
4175;PHILIPPE (RUE);2;34;3;25;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4185;PIED SEC (RUE DE);4;76;1;11;67;RESTAURANT SCOLAIRE JULES FERRY
4188;PIERRE ALLARD (RUE);2;2;;;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
4190;PIERRE BELON (RUE);2;34;1;41;12;ECOLE PRIMAIRE SUZANNE-BUSSON
4190;PIERRE BELON (RUE);38;42;45;53;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
4191;PIERRE BONTEMPS (RUE);2;24;3;15;53;FOYER FULBERT MASSON
4192;PIERRE BROSSOLETTE (BOULEVARD);2;34;1BIS;25;66;RESTAURANT SCOLAIRE JULES FERRY
4193;PIERRE DAC (RUE);2;28;1;15;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
4195;PIERRE DE TUCE (ESCALIER DE LA);4;4;1;5;1;MAIRIE - SALLE PAUL SCARRON
4198;PIERRE GUEDOU (ALLEE);;;;;48;MAISON DE QUARTIER DES BRUYERES
4198;PIERRE GUEDOU (ALLEE);;;;;49;MAISON DE QUARTIER DES BRUYERES
4200;PIERRE LACHENAL (IMPASSE);2;6;1;5;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
4205;PIERRE LEFAUCHEUX (BOULEVARD) (VC147S);2;62;3;45;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4215;PIERRE LEVEGH (RUE);2;36;1;17;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
4220;PIERRE LOTI (RUE);2;8;1;9;83;ECOLE PRIMAIRE ARDRIERS
4208;PIERRE MARTIN (RUE);2;94;1;49;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4223;PIERRE MENDES FRANCE (AVENUE);6;20;1;17;1;MAIRIE - SALLE PAUL SCARRON
4225;PIERRE PAVOINE (RUE);4;132;1;129;66;RESTAURANT SCOLAIRE JULES FERRY
4227;PIERRE PIFFAULT (AVENUE);2;112;15;81;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4230;PIERRE PUGET (RUE);;;1;41;56;ECOLE PRIMAIRE GUY MOQUET
4229;PIERRE SEMARD (AVENUE);2;26;1;33;68;RESTAURANT SCOLAIRE JULES FERRY
4197;PIERRE-FELIX DELARUE (RUE);;;;;46;RESTAURANT SCOLAIRE JEAN MACE
4235;PILATRE DE ROZIER (RUE);2;16;1;21;54;SALLE LE ROYAL
4238;PILIER ROUGE (RUE DU);;;1;7;1;MAIRIE - SALLE PAUL SCARRON
4249;PIPECHE (CHEMIN DE);10;10;17;17;82;ECOLE PRIMAIRE ARDRIERS
4249;PIPECHE (CHEMIN DE);4;8;;;83;ECOLE PRIMAIRE ARDRIERS
4250;PIPECHE (IMPASSE DE);8;10;3;17;83;ECOLE PRIMAIRE ARDRIERS
4255;PIPECHE (RUE DE);6;58;3;51;83;ECOLE PRIMAIRE ARDRIERS
4273;PLAINE (RUE DE LA);2;26;1A;21;16;MAISON DE QUARTIER CHARLES TRENET
4275;PLAISANCE (RUE DE);2;30;;;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
4280;PLATANES (AVENUE DES);2;48;5;7;49;MAISON DE QUARTIER DES BRUYERES
4286;PLATON (RUE);4;80;9;65;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
4289;PLESSIS BOURRE (AVENUE);;;3;41;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
4287;POINTE (RUE DE LA);2;52;1;17;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4290;POITOU (RUE DU);4;12;3;21;68;RESTAURANT SCOLAIRE JULES FERRY
4297;POL RAVIGNEAUX (RUE);2;30;5;13;63;MAISON POUR TOUS JEAN MOULIN
4292;POLOGNE (RUE DE);2;16;1;13;43;MAISON DE QUARTIER EDITH PIAF
4295;POLYGONE (IMPASSE DU);2;18;7;15;71;RESTAURANT SCOLAIRE BERTHE HUBERT
4300;POLYGONE (RUE DU);6;62BIS;1;97;69;RESTAURANT SCOLAIRE BERTHE HUBERT
4300;POLYGONE (RUE DU);64BIS;210;99;231;71;RESTAURANT SCOLAIRE BERTHE HUBERT
4300;POLYGONE (RUE DU);86;86;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4305;POMMIERS (AVENUE DES);10;36;3;3;47;ECOLE MATERNELLE MAUBOUSSIN
4310;POMPES (ALLEE DES);4;46;1;49;22;ECOLE PRIMAIRE DU VILLARET
4320;POMPES (IMPASSE DES);4;18;15;15;22;ECOLE PRIMAIRE DU VILLARET
4315;POMPES (RUE DES);30;30;1;37;22;ECOLE PRIMAIRE DU VILLARET
4325;PONCEAU (IMPASSE DU);2;10;1;9;35;MAISON DE QUARTIER BARBARA
4330;PONCEAU (RUE DU);2;86BIS;1;77;35;MAISON DE QUARTIER BARBARA
4335;PONT (RUE DU);6;16;1;41;44;RESTAURANT SCOLAIRE JEAN MACE
4348;PONT DE TOURS (ALLEE DU);;;1;7;44;RESTAURANT SCOLAIRE JEAN MACE
4350;PONT YSSOIR (RUE DU);;;;;84;SALLE DU CHENE VERT
4344;PONTS NEUFS (ESCALIER DES);;;;;1;MAIRIE - SALLE PAUL SCARRON
4345;PONTS NEUFS (RUE DES);24;46;25;47;1;MAIRIE - SALLE PAUL SCARRON
4355;PORT (RUE DU);22;48;1;23BIS;2;ECOLE MATERNELLE CLAUDE-CHAPPE
4355;PORT (RUE DU);54;76;27;37;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
4360;PORT A L'ABBESSE (RUE DU);6;68;3;73;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4365;PORT BOUQUET (RUE DU);2;50;3;21;78;ECOLE MATERNELLE MARIE CURIE
4376;PORT ROYAL (RUE);2;4;1;5;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
4370;PORTE SAINTE ANNE (RUE DE LA);;;49;87;84;SALLE DU CHENE VERT
4369;PORTES DU CIRCUIT (IMPASSE DES);18;26;;;53;FOYER FULBERT MASSON
4375;PORTLAND (RUE DE);6;10;3;21;46;RESTAURANT SCOLAIRE JEAN MACE
4377;PORTUGAL (RUE DU);4;16;9;9;42;MAISON DE QUARTIER EDITH PIAF
4378;POSSONNIERE (RUE);2;26;1;61;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
4382;POTAGERS (ALLEE DES);;;;;69;RESTAURANT SCOLAIRE BERTHE HUBERT
4382;POTAGERS (ALLEE DES);;;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4379;POTERIE (ALLEE DE LA);12;16;1;15;80;RESTAURANT SCOLAIRE MONTAIGU
4380;POUDRIERE (IMPASSE DE LA);2;44;1;39;10;ECOLE MATERNELLE RENE-DESCARTES
4385;POULES (RUE DES);4;12;3;5;84;SALLE DU CHENE VERT
4395;PRAIRIE (RUE DE LA);4;12;1;19;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
4391;PRAIRIES DE FUNAY (ALLEE DES);6;6;;;48;MAISON DE QUARTIER DES BRUYERES
4405;PRE (PLACE DU);2;10;1;9;84;SALLE DU CHENE VERT
4410;PRE (RUE DU);2BIS;74;21;79;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4411;PRE (SQUARE DU);;;;;84;SALLE DU CHENE VERT
4415;PREAU (IMPASSE DE);2;18;1;11;36;MAISON DE QUARTIER BARBARA
4420;PREAU (RUE DE);2;122;1;109;36;MAISON DE QUARTIER BARBARA
4422;PREE DENISE (RUELLE DE LA);;;;;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
4422;PREE DENISE (RUELLE DE LA);;;;;93;RESTAURANT SCOLAIRE DE LA MADELEINE
4427;PREFORTIER (RUE DU);;;15;51;82;ECOLE PRIMAIRE ARDRIERS
4435;PREMARTINE (RUE);2;26;3;43;13;ECOLE PRIMAIRE SUZANNE-BUSSON
4435;PREMARTINE (RUE);318;368;417;417;26;ECOLE PRIMAIRE CLAIREFONTAINE
4435;PREMARTINE (RUE);38;300;45;413;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
4435;PREMARTINE (RUE);;;341;341;25;ECOLE PRIMAIRE CLAIREFONTAINE
4437;PREMIERE DIVISION FRANCAISE LIBRE (BOULEVARD);;;;;20;ECOLE PRIMAIRE DU VILLARET
4440;PRESCHE (RUE DE LA);2;32;1;15;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
4445;PRESLE (RUE DE LA);;;5;7;90;RESTAURANT SCOLAIRE ROGER BOUVET
4450;PRIMEVERES (RUE DES);2;18;1;17;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
4455;PRINTEMPS (RUE DU);6;26;5;19;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
4460;PROGRES (RUE DU);10;70;1;61;71;RESTAURANT SCOLAIRE BERTHE HUBERT
4462;PROMENADES (ALLEE DES);;;;;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
4464;PROSPER MERIMEE (ALLEE);2;48;1;59;44;RESTAURANT SCOLAIRE JEAN MACE
4470;PUITS DE LA CHAINE (RUE DU);6;52;7;59;74;ECOLE PRIMAIRE MARCEAU
4474;PYRAMIDES (ALLEE DES);;;11;13;51;FOYER FULBERT MASSON
4475;PYRAMIDES (RUE DES);2;24;3;55;51;FOYER FULBERT MASSON
4476;PYRENEES (RUE DES);24;36;;;38;RESTAURANT SCOLAIRE SABLONNIERE
4479;PYTHAGORE (BOULEVARD);;;1;11;96;ITEMM
4490;QUATRE VENTS (RUE DES);2;26;1;1BIS;50;RESTAURANT SCOLAIRE MAUBOUSSIN
4491;QUEBEC (RUE DE);4;36;5;17;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
4493;RABAT (RUE DE);2;14;3;13;21;ECOLE PRIMAIRE DU VILLARET
4495;RACHEL (RUE);2;18;1;23;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
4500;RACINE (RUE);2;44;1;49;82;ECOLE PRIMAIRE ARDRIERS
4505;RAIL (RUE DU);;;7;77;10;ECOLE MATERNELLE RENE-DESCARTES
4513;RAOUL FOLLEREAU (RUE);;;;;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
4515;RAPHAEL (ALLEE);2;2;;;55;ECOLE PRIMAIRE GUY MOQUET
4516;RAPHAEL ELIZE (PLACE);;;5;5;96;ITEMM
4520;RASPAIL (RUE);2;44;1;41;36;MAISON DE QUARTIER BARBARA
4522;RAYMOND ADELET (PLACE);2;2;;;53;FOYER FULBERT MASSON
4525;RAYMOND PERSIGANT (RUE);18;126;7;113;57;RESTAURANT SCOLAIRE MICHEL ANGE
4527;RAYMOND SOMMER (RUE);2;26;1;15;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
;RD 323 (ROUTE);;;;;53;FOYER FULBERT MASSON
;RD 323 (ROUTE);;;;;54;SALLE LE ROYAL
;RD 323 (ROUTE);;;;;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
;RD 323 (ROUTE);;;;;61;RESTAURANT SCOLAIRE JEAN VILAR
;RD 323 (ROUTE);;;;;62;RESTAURANT SCOLAIRE JEAN VILAR
;RD 323 (ROUTE);;;;;63;MAISON POUR TOUS JEAN MOULIN
4529;REAUMUR (RUE);4;28;3;33;97;ITEMM
4530;REBECCA (RUE);6;18;1;19;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
4535;RECREATION (RUE DE LA);26;62;39;71;93;RESTAURANT SCOLAIRE DE LA MADELEINE
4540;REFOUR (ALLEE);2;10;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4545;REINE BERENGERE (RUE DE LA);2;24;1;21;1;MAIRIE - SALLE PAUL SCARRON
4551;REMBRANDT (ALLEE);;;;;55;ECOLE PRIMAIRE GUY MOQUET
4550;REMBRANDT (AVENUE);2;12;1;49;55;ECOLE PRIMAIRE GUY MOQUET
4555;REMPART (RUE DU);;;1;9;1;MAIRIE - SALLE PAUL SCARRON
4560;RENAULT (ALLEE);12;48;3;45;90;RESTAURANT SCOLAIRE ROGER BOUVET
4564;RENE BARDET (IMPASSE);6;6;;;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
4565;RENE BARDET (RUE);2;28;5;37;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
4570;RENE BECHEPAY (RUE);8;124;1;47;45;RESTAURANT SCOLAIRE JEAN MACE
4572;RENE BIOLAY (RUE);10;42;11;45;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
4574;RENE CASSIN (BOULEVARD);2;8;1;1;67;RESTAURANT SCOLAIRE JULES FERRY
4576;RENE CLAIR (RUE);4;36;3;25;96;ITEMM
4577;RENE COTY (RUE);2;12;;;42;MAISON DE QUARTIER EDITH PIAF
4575;RENE DE CHATEAUBRIAND (RUE);2;56;1;31;82;ECOLE PRIMAIRE ARDRIERS
4580;RENE HATET (RUE);6;12;5;15;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
4582;RENE LAENNEC (AVENUE);8;20;3;13;97;ITEMM
4583;RENE LEBRUN (IMPASSE);2;2;1;3;10;ECOLE MATERNELLE RENE-DESCARTES
4585;RENE LELIEVRE (PLACE);2;4;1;3;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
4590;RENE LEVASSEUR (BOULEVARD);2;26;1;15;3;ECOLE MATERNELLE GENERAL GOUGEARD
4595;RENE MALLET (RUE);2;8;;;72;ECOLE PRIMAIRE MARCEAU
4598;RENE PANHARD (RUE);6;18;5;9;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
4600;RENEE AUDUC (RUE);2;96;3;65;75;ECOLE PRIMAIRE MARCEAU
4603;RENNES (RUE DE);2;4;1;13;62;RESTAURANT SCOLAIRE JEAN VILAR
4605;RENOIR (RUE);;;1;9;55;ECOLE PRIMAIRE GUY MOQUET
4610;RENOUVEAU (IMPASSE DU);4;36;3;9;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4615;REPOS (RUE DU);2;6;;;35;MAISON DE QUARTIER BARBARA
4620;REPUBLIQUE (PLACE DE LA);10;100;1;49;2;ECOLE MATERNELLE CLAUDE-CHAPPE
4625;RESISTANTS INTERNES (RUE DES);2;36;1;39;10;ECOLE MATERNELLE RENE-DESCARTES
4630;REVEIL (RUE DU);2;18;3;23;51;FOYER FULBERT MASSON
4635;RHIN ET DANUBE (AVENUE);62;338;75;339;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
4638;RIBAY (RUE DU);2;10;15;17;96;ITEMM
4645;RICHARD WAGNER (ALLEE);2;6;;;51;FOYER FULBERT MASSON
4650;RICHEBOURG (RUE DE);2;42;1;43;3;ECOLE MATERNELLE GENERAL GOUGEARD
4655;RICHEDOUE (RUE);2;50;1;51;72;ECOLE PRIMAIRE MARCEAU
4657;RICHELIEU (IMPASSE);24;24;;;5;FOYER RENE-CLAIR
4660;RIF (RUE DU);2;70;1;77;66;RESTAURANT SCOLAIRE JULES FERRY
4662;RIFFAUDIERES (BOULEVARD DES);;;;;67;RESTAURANT SCOLAIRE JULES FERRY
4662;RIFFAUDIERES (BOULEVARD DES);;;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
4662;RIFFAUDIERES (BOULEVARD DES);;;;;77;ECOLE MATERNELLE MARIE CURIE
