RIVOLI;VOIE;MINIMUM_PAIR;MAXIMUM_PAIR;MINIMUM_IMPAIR;MAXIMUM_IMPAIR;NUM_BV;BUREAU_DE_VOTE
2335;GEORGES DURAND (AVENUE);;;257;473;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
2336;GEORGES FEYDEAU (RUE);2;2;3;15;44;RESTAURANT SCOLAIRE JEAN MACE
2337;GEORGES GAUTHIER (PLACE);2;8;1;7;44;RESTAURANT SCOLAIRE JEAN MACE
2338;GEORGES LAPIERRE (COUR);6;10;1;9;48;MAISON DE QUARTIER DES BRUYERES
2340;GEORGES LECOMTE (RUE);16;20;1;25;34;RESTAURANT SCOLAIRE DU PLATEAU
2345;GEORGES LEGAGNEUX (RUE);2;24;1;15;52;SALLE LE ROYAL
2350;GEORGES LIZE (RUE);12;28;11;31;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2355;GEORGES LUMIERE (RUE);2;16;1;19;54;SALLE LE ROYAL
2360;GEORGES MADON (RUE);2;36;1;41;54;SALLE LE ROYAL
2361;GEORGES MELIES (BOULEVARD);2;8;1;59;96;ITEMM
2370;GERAULT (RUE);10;34;1;25;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
2375;GERMAIN PILON (RUE);2;38;;;30;RESTAURANT SCOLAIRE GERMAIN PILON
5563;GERMAINE RICHIER (ALLEE);8;14;;;53;FOYER FULBERT MASSON
2376;GERMAINE TILLION (RUE);;;1;9;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
2378;GIBET (CITE DU);;;;;63;MAISON POUR TOUS JEAN MOULIN
2390;GIRARD (RUE);2;2;1;3;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
2379;GIVET (ALLEE DE);;;;;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2380;GIVET (RUE DE);2;14;21;31;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2395;GLACIERE (PASSAGE DE LA);;;3;7;6;FOYER RENE-CLAIR
2400;GLADIATEURS (RUE DES);2;2;1;1;12;ECOLE PRIMAIRE SUZANNE-BUSSON
2420;GLONNIERES (BOULEVARD DES);2;78;1;7;56;ECOLE PRIMAIRE GUY MOQUET
2423;GNOME ET RHONE (ALLEE);;;;;52;SALLE LE ROYAL
2423;GNOME ET RHONE (ALLEE);;;;;54;SALLE LE ROYAL
2425;GODARD (RUE);2;8;;;1;MAIRIE - SALLE PAUL SCARRON
2425;GODARD (RUE);;;1;1;84;SALLE DU CHENE VERT
2427;GOELANDS (RUE DES);2;72;3;35;80;RESTAURANT SCOLAIRE MONTAIGU
2430;GONCOURT (RUE DES);26;114;39;125;49;MAISON DE QUARTIER DES BRUYERES
2435;GOUGEARD (RUE);2;26;3;27;13;ECOLE PRIMAIRE SUZANNE-BUSSON
2440;GOUIN (RUE);2;50;1;35;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
2443;GOUNOD (RUE);2;6;1;5;51;FOYER FULBERT MASSON
2447;GOYA (ALLEE);;;;;55;ECOLE PRIMAIRE GUY MOQUET
2450;GRACIEUSE (RUE);2;18;3;25;80;RESTAURANT SCOLAIRE MONTAIGU
2451;GRAND CLOS (ALLEE DU);2;16;1;19;34;RESTAURANT SCOLAIRE DU PLATEAU
2491;GRAND CLOS DE LA CHARBONNIERE (CHEMIN DU);;;;;16;MAISON DE QUARTIER CHARLES TRENET
2491;GRAND CLOS DE LA CHARBONNIERE (CHEMIN DU);;;;;26;ECOLE PRIMAIRE CLAIREFONTAINE
2456;GRAND PRE (IMPASSE DU);2;56;1;39;44;RESTAURANT SCOLAIRE JEAN MACE
2460;GRAND REPOSE (IMPASSE DU);;;;;78;ECOLE MATERNELLE MARIE CURIE
2465;GRAND REPOSE (RUE DU);8;16;7;23;78;ECOLE MATERNELLE MARIE CURIE
2467;GRAND VEYMONT (ALLEE DU);10;22;;;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2452;GRANDE BRETAGNE (RUE DE);2;14;;;42;MAISON DE QUARTIER EDITH PIAF
2454;GRANDE LIGNE (CHEMIN DE LA);;;7;31;97;ITEMM
2470;GRANDE MAISON (RUE DE LA);10BIS;10BIS;;;74;ECOLE PRIMAIRE MARCEAU
2470;GRANDE MAISON (RUE DE LA);2;188;1;137;73;ECOLE PRIMAIRE MARCEAU
2472;GRANDE MALMARE (CHEMIN DE LA);;;;;16;MAISON DE QUARTIER CHARLES TRENET
2472;GRANDE MALMARE (CHEMIN DE LA);;;;;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
2472;GRANDE MALMARE (CHEMIN DE LA);;;;;26;ECOLE PRIMAIRE CLAIREFONTAINE
2475;GRANDE POTERNE (ESCALIER DE LA);2;6;3;5;84;SALLE DU CHENE VERT
2480;GRANDE RUE (RUE);118;120;109;109;84;SALLE DU CHENE VERT
2480;GRANDE RUE (RUE);48;114;41;107;1;MAIRIE - SALLE PAUL SCARRON
2493;GRANDES COURBES (RUE DES);8;32;23;23;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2490;GRANDS BOIS (RUE DES);12;26;9;37;25;ECOLE PRIMAIRE CLAIREFONTAINE
2489;GRAVIER (RUE DU);2;10;1;9;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
2492;GRECE (RUE DE);2;6;;;43;MAISON DE QUARTIER EDITH PIAF
2495;GRECO (AVENUE);2;6;1;21;55;ECOLE PRIMAIRE GUY MOQUET
1994;GREFFIER (PONT DU);;;;;2;ECOLE MATERNELLE CLAUDE-CHAPPE
1994;GREFFIER (PONT DU);;;;;72;ECOLE PRIMAIRE MARCEAU
1994;GREFFIER (PONT DU);;;;;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
2500;GREFFIER (RUE DU);2;54;5;69;3;ECOLE MATERNELLE GENERAL GOUGEARD
2508;GRENOBLE (RUE DE);2;16;;;62;RESTAURANT SCOLAIRE JEAN VILAR
2509;GRENOUILLET (COURS DU);6;6;11;11;84;SALLE DU CHENE VERT
2510;GRENOUILLET (RUE DU);2;10;3;5;84;SALLE DU CHENE VERT
2515;GRILLONS (RUE DES);2;26;5;31;31;ECOLE MATERNELLE DES MAILLETS
2522;GUE BERNISSON (RUE DU);2;30;;;41;MAISON DE QUARTIER EDITH PIAF
2525;GUE DE MAULNY (PLACE DU);2;6;1;3;46;RESTAURANT SCOLAIRE JEAN MACE
2527;GUETTE BIEN (IMPASSE);;;;;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2527;GUETTE BIEN (IMPASSE);;;;;71;RESTAURANT SCOLAIRE BERTHE HUBERT
2532;GUETTELOUP (RUE DE);272;288;215;287;62;RESTAURANT SCOLAIRE JEAN VILAR
2532;GUETTELOUP (RUE DE);6;212;13;189;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
2535;GUIGNIERS (RUE DES);2;14;1;5;77;ECOLE MATERNELLE MARIE CURIE
2537;GUILLAUME APOLLINAIRE (RUE);2;68;3;33;16;MAISON DE QUARTIER CHARLES TRENET
2538;GUILLAUME DUPUYTREN (COURS);2;8;3;5;97;ITEMM
2540;GUILLEMARE (RUE);2;130;1;115;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
2545;GUILLOT AMI (RUE);2;56;1;65;74;ECOLE PRIMAIRE MARCEAU
3397;GUSTAVE COSSON (IMPASSE);2;4;1;3;48;MAISON DE QUARTIER DES BRUYERES
2547;GUSTAVE COURBET (RUE);2;70;17;51;63;MAISON POUR TOUS JEAN MOULIN
2550;GUSTAVE EIFFEL (RUE);6;26;1;19;48;MAISON DE QUARTIER DES BRUYERES
2549;GUSTAVE FLAUBERT (RUE);4;14;3;15;16;MAISON DE QUARTIER CHARLES TRENET
2548;GUSTAVE FLOURENS (RUE);2;32;1;13;62;RESTAURANT SCOLAIRE JEAN VILAR
2551;GUSTAVE LANGEVIN (PLACE);2;10;3;11;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
2553;GUSTAVE MOREAU (ALLEE);2;2;1;7;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2555;GUY BOURIAT (RUE);38;46;15;59;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2557;GUY DE MAUPASSANT (RUE);2;14;7;7;17;MAISON DE QUARTIER CHARLES TRENET
2560;GUYENNE (RUE DE);2;10;1;7;68;RESTAURANT SCOLAIRE JULES FERRY
2565;HALAGE (CHEMIN DU);2;162;;;78;ECOLE MATERNELLE MARIE CURIE
2570;HALLAI (PLACE DU);2;12;5;11;1;MAIRIE - SALLE PAUL SCARRON
2575;HALLAI (RUE DU);;;1;7;1;MAIRIE - SALLE PAUL SCARRON
2580;HALLE AUX TOILES (RUE DE LA);4;10;1;7BIS;3;ECOLE MATERNELLE GENERAL GOUGEARD
5568;HAMEAU DE CLEMENCE (RUE DU);4;6;1;17;83;ECOLE PRIMAIRE ARDRIERS
2581;HAOUZA (AVENUE D');2;6;;;48;MAISON DE QUARTIER DES BRUYERES
2582;HAPPEAU (RUE DU);12;68;9;83;83;ECOLE PRIMAIRE ARDRIERS
2585;HAUREAU (RUE);2;12;1;15;3;ECOLE MATERNELLE GENERAL GOUGEARD
2589;HAUT VALLON (RUE DU);2;8;1;9;16;MAISON DE QUARTIER CHARLES TRENET
2590;HAUTEVILLE (RUE D');2;22;1;25;3;ECOLE MATERNELLE GENERAL GOUGEARD
2595;HAVRE (RUE DU);4;36;3;37;90;RESTAURANT SCOLAIRE ROGER BOUVET
3038;HAYE (RUE DE LA);;;1;15;33;RESTAURANT SCOLAIRE DU PLATEAU
2596;HECTOR BERLIOZ (RUE);4;14;3;21;96;ITEMM
2597;HELENE BOUCHER (SQUARE);;;;;52;SALLE LE ROYAL
2600;HELSINKI (RUE D');;;1;17;33;RESTAURANT SCOLAIRE DU PLATEAU
2605;HEMON (RUE);;;1;7;1;MAIRIE - SALLE PAUL SCARRON
2610;HENRI (RUE);4;38;1;43;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2615;HENRI BARBIN (RUE);6;152;5;141;35;MAISON DE QUARTIER BARBARA
2620;HENRI BARBUSSE (RUE);2;210;1;255;71;RESTAURANT SCOLAIRE BERTHE HUBERT
2625;HENRI BERGSON (RUE);16;16;1;11;15;RESTAURANT SCOLAIRE FERDINAND-BUISSON
2630;HENRI BRISSON (RUE);2;40;1;37;72;ECOLE PRIMAIRE MARCEAU
2637;HENRI CHAMPION (IMPASSE);;;3;17;48;MAISON DE QUARTIER DES BRUYERES
2635;HENRI CHAMPION (RUE);30;160;19;227;48;MAISON DE QUARTIER DES BRUYERES
2645;HENRI DENIS (RUE);2;46;1;43;90;RESTAURANT SCOLAIRE ROGER BOUVET
2647;HENRI DUNANT (RUE);4;48;3;69;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2648;HENRI FARMAN (RUE);6;10;1;5;52;SALLE LE ROYAL
2649;HENRI FRENAY (BOULEVARD);;;;;16;MAISON DE QUARTIER CHARLES TRENET
2649;HENRI FRENAY (BOULEVARD);;;;;20;ECOLE PRIMAIRE DU VILLARET
2649;HENRI FRENAY (BOULEVARD);;;;;21;ECOLE PRIMAIRE DU VILLARET
2649;HENRI FRENAY (BOULEVARD);;;;;22;ECOLE PRIMAIRE DU VILLARET
2649;HENRI FRENAY (BOULEVARD);;;;;26;ECOLE PRIMAIRE CLAIREFONTAINE
2650;HENRI GUAIS (RUE);2;6;1;1;44;RESTAURANT SCOLAIRE JEAN MACE
2652;HENRI GUILLAUMET (RUE);2;18;;;52;SALLE LE ROYAL
2655;HENRI LEFEUVRE (AVENUE);4;84;1;71;45;RESTAURANT SCOLAIRE JEAN MACE
2657;HENRI MATISSE (COUR);6;8;3;11;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
2653;HENRI PIERRE KLOTZ (AVENUE);76;76;3;3;97;ITEMM
2660;HENRI SOYER (ALLEE);2;26;1;25;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2665;HENRI TESSIER (RUE);2;20;1;15;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
2668;HENRI VAILLANT (PLACE);2;6;;;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2640;HENRY DELAGENIERE (RUE);2;108;1;163;29;RESTAURANT SCOLAIRE GERMAIN PILON
2669;HERACLITE (RUE);;;;;96;ITEMM
2670;HERBERIE (RUE DE L');2;32;1;31;12;ECOLE PRIMAIRE SUZANNE-BUSSON
2674;HETRES (COURS DES);2;4;1;3;49;MAISON DE QUARTIER DES BRUYERES
2677;HIPPOLYTE FOUCAULT (RUE);2;20;7;11;95;RESTAURANT SCOLAIRE MARCEL PAGNOL
2680;HIPPOLYTE LECORNUE (RUE);2;22;1;23;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
2685;HIRONDELLES (RUE DES);2;16;1;31;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
2690;HOCHE (RUE);146;146;;;86;ECOLE MATERNELLE PAULINE KERGOMARD
2690;HOCHE (RUE);2;144;1;151;85;ECOLE MATERNELLE PAULINE KERGOMARD
2692;HOLLANDE (RUE DE);2;6;;;41;MAISON DE QUARTIER EDITH PIAF
2693;HOMELETS (CHEMIN DES);;;1;13;21;ECOLE PRIMAIRE DU VILLARET
2695;HONEGGER (ALLEE);;;1;9;51;FOYER FULBERT MASSON
2697;HONGRIE (RUE DE);;;1;7;43;MAISON DE QUARTIER EDITH PIAF
2700;HONORE BROUTELLE (RUE);10;34;3;23;32;ECOLE MATERNELLE DES MAILLETS
2702;HONORE DAUMIER (RUE);2;66;3;31;57;RESTAURANT SCOLAIRE MICHEL ANGE
2705;HOPITAL (PLACE DE L');;;;;2;ECOLE MATERNELLE CLAUDE-CHAPPE
2709;HORTENSIAS (RUE DES);;;1;1;20;ECOLE PRIMAIRE DU VILLARET
2710;HORTICOLE (AVENUE);;;;;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
2715;HOUDON (RUE);2;14;3;11;56;ECOLE PRIMAIRE GUY MOQUET
2717;HOWARD FLOREY (PLACE);2;6BIS;1;7;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2720;HUBERT LATHAM (RUE);6;30;5;31;52;SALLE LE ROYAL
2725;HUCHEPIE (RUE);30;58;1;67;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2730;HUCHER (RUE);4;14;3;13;74;ECOLE PRIMAIRE MARCEAU
2735;ICARE (RUE);2;16;1;9;54;SALLE LE ROYAL
2740;IENA (RUE D');2;32BIS;7;41;4;ECOLE MATERNELLE GENERAL GOUGEARD
2740;IENA (RUE D');;;1;1;3;ECOLE MATERNELLE GENERAL GOUGEARD
2746;IFS (PLACE DES);;;1;3;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
2745;IFS (RUE DES);2;10;1;7;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
2750;ILE DE FRANCE (RUE DE L');6;16;1;15;68;RESTAURANT SCOLAIRE JULES FERRY
2756;INGRES (RUE);2;24;1;21;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
2760;IRIS (RUE DES);2;16;11;11;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2763;IRLANDE (RUE D');8;22;13;23;38;RESTAURANT SCOLAIRE SABLONNIERE
2765;ISAAC (ROUTE D') (VC91);;;;;22;ECOLE PRIMAIRE DU VILLARET
2770;ISAAC (RUE D') (VC91);2;382;1;313;22;ECOLE PRIMAIRE DU VILLARET
2772;ITALIE (RUE D');2;20;;;42;MAISON DE QUARTIER EDITH PIAF
2773;ITALIENS (BOULEVARD DES) (RD139);;;;;53;FOYER FULBERT MASSON
2780;JACOB (RUE);2;30;1;27;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
2785;JACOBINS (PLACE DES);2;10BIS;1;11;1;MAIRIE - SALLE PAUL SCARRON
2788;JACOBINS (QUINCONCE DES);;;;;13;ECOLE PRIMAIRE SUZANNE-BUSSON
2788;JACOBINS (QUINCONCE DES);;;;;30;RESTAURANT SCOLAIRE GERMAIN PILON
2790;JACOBINS (RUE DES);8;8;1;5;1;MAIRIE - SALLE PAUL SCARRON
2789;JACQUELINE DE ROMILLY (RUE);2;14;;;97;ITEMM
2792;JACQUES AMYOT (RUE);4;42;1;63;25;ECOLE PRIMAIRE CLAIREFONTAINE
2796;JACQUES BARCAT (RUE);6;26;1;11;24;RESTAURANT SCOLAIRE CLAIREFONTAINE
2791;JACQUES BREL (RUE);2;26;1;47;96;ITEMM
2797;JACQUES CARTIER (RUE);2;56;3;61;91;RESTAURANT SCOLAIRE ROGER BOUVET
2794;JACQUES DUBOIS (SQUARE);2;12;;;1;MAIRIE - SALLE PAUL SCARRON
2798;JACQUES IBERT (IMPASSE);4;4;13;13;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
2802;JACQUES MAURY (AVENUE);;;;;66;RESTAURANT SCOLAIRE JULES FERRY
2802;JACQUES MAURY (AVENUE);;;;;67;RESTAURANT SCOLAIRE JULES FERRY
2793;JACQUES MILLET (RUE);2;40;1;9;63;MAISON POUR TOUS JEAN MOULIN
2801;JACQUES OFFENBACH (RUE);10;18;;;96;ITEMM
2799;JACQUES TATI (RUE);4;40;3;17;96;ITEMM
2800;JACQUES WYFFELS (RUE);2;18;1;21;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2803;JAMES PRADIER (RUE);;;5;73;53;FOYER FULBERT MASSON
2805;JANKOWSKI (RUE);10;30;1;31;1;MAIRIE - SALLE PAUL SCARRON
2810;JARDIN DES PLANTES (RUE DU);4;42;1;37;23;RESTAURANT SCOLAIRE CLAIREFONTAINE
2815;JARDINS (RUE DES);2;70;1;25;89;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
2816;JASMINS (RUE DES);4;10;3;13;79;ECOLE MATERNELLE MARIE CURIE
2817;JEAN AICARD (RUE);14;34;13;41;22;ECOLE PRIMAIRE DU VILLARET
2818;JEAN BAPTISTE CLEMENT (RUE);6;12;3;9;62;RESTAURANT SCOLAIRE JEAN VILAR
2819;JEAN BAPTISTE PIGALLE (RUE);10;32;21;25;56;ECOLE PRIMAIRE GUY MOQUET
2820;JEAN BART (IMPASSE);;;5;53;57;RESTAURANT SCOLAIRE MICHEL ANGE
2825;JEAN BART (RUE);8;36;1;59;57;RESTAURANT SCOLAIRE MICHEL ANGE
2830;JEAN BEHRA (RUE);2;28;1;27;63;MAISON POUR TOUS JEAN MOULIN
2832;JEAN BLIN (RUE);2;16;;;49;MAISON DE QUARTIER DES BRUYERES
2835;JEAN BOUIN (IMPASSE);2;16;1;1;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
2840;JEAN BOUIN (RUE);2;32;1;33;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
2841;JEAN COCTEAU (RUE);6;48;3;43;21;ECOLE PRIMAIRE DU VILLARET
2842;JEAN COUSIN (IMPASSE);2;6;3;3;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2845;JEAN DAUDIN (RUE);4;58;1;37;71;RESTAURANT SCOLAIRE BERTHE HUBERT
3022;JEAN DE LA BRUYERE (RUE);2;20;1;11;82;ECOLE PRIMAIRE ARDRIERS
2850;JEAN DE LA FONTAINE (RUE);2;36;1;39;82;ECOLE PRIMAIRE ARDRIERS
2853;JEAN DOLIGE (ALLEE);2;16;1;17;6;FOYER RENE-CLAIR
2855;JEAN DUCLOS (IMPASSE);6;6;3;25;46;RESTAURANT SCOLAIRE JEAN MACE
2860;JEAN FRANCOIS (RUE);2;28;1;23;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2861;JEAN FRANCOIS LA PEROUSE (RUE);2;26;9;35;91;RESTAURANT SCOLAIRE ROGER BOUVET
2868;JEAN GIONO (RUE);2;6;3;3;21;ECOLE PRIMAIRE DU VILLARET
2869;JEAN GIRAUDOUX (ALLEE);2;32;1;23;34;RESTAURANT SCOLAIRE DU PLATEAU
2870;JEAN GOUJON (RUE);2;18;1;19;56;ECOLE PRIMAIRE GUY MOQUET
2871;JEAN GREMILLON (RUE);4;28;9;29;96;ITEMM
2873;JEAN HONORE FRAGONARD (ALLEE);4;20;3;33;61;RESTAURANT SCOLAIRE JEAN VILAR
2875;JEAN JACQUES ROUSSEAU (BOULEVARD);4;82;7;137;67;RESTAURANT SCOLAIRE JULES FERRY
2875;JEAN JACQUES ROUSSEAU (BOULEVARD);90;222;145;291;68;RESTAURANT SCOLAIRE JULES FERRY
2879;JEAN JAURES (ALLEE);4;6;3;3;35;MAISON DE QUARTIER BARBARA
2880;JEAN JAURES (AVENUE);2;50;1;25;7;ECOLE MATERNELLE FRANCOIS-RABELAIS
2880;JEAN JAURES (AVENUE);238;238;;;67;RESTAURANT SCOLAIRE JULES FERRY
2880;JEAN JAURES (AVENUE);60;234;35;175;35;MAISON DE QUARTIER BARBARA
2883;JEAN LURCAT (ALLEE);2;2;1;15;10;ECOLE MATERNELLE RENE-DESCARTES
2885;JEAN MACE (IMPASSE);2;8;1;9;46;RESTAURANT SCOLAIRE JEAN MACE
2890;JEAN MACE (RUE);2;42;1;49;46;RESTAURANT SCOLAIRE JEAN MACE
2895;JEAN MARIE LELIEVRE (RUE);4;28;3;29;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
2900;JEAN MERMOZ (RUE);2;38;1;33;54;SALLE LE ROYAL
2902;JEAN MICHEL GAUDRE (RUE);2;64;1;55;69;RESTAURANT SCOLAIRE BERTHE HUBERT
2905;JEAN MOULIN (BOULEVARD);18;64;21;35;50;RESTAURANT SCOLAIRE MAUBOUSSIN
2910;JEAN NAVARRE (RUE);2;10;1;15;54;SALLE LE ROYAL
2915;JEAN NICOT (RUE);4;56;3;55;72;ECOLE PRIMAIRE MARCEAU
2918;JEAN PIERRE LAFITTE (RUE);4;16;;;10;ECOLE MATERNELLE RENE-DESCARTES
2921;JEAN PIERRE WIMILLE (SQUARE);2;8;1;9;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2925;JEAN REY (RUE);2;18;1;17;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2930;JEAN RICHEPIN (RUE);4;38;3;25;93;RESTAURANT SCOLAIRE DE LA MADELEINE
2930;JEAN RICHEPIN (RUE);;;27;27;88;RESTAURANT SCOLAIRE CLAIRCIGNY- BOUSSINIERE
2931;JEAN ROBIC (RUE);;;3;3;67;RESTAURANT SCOLAIRE JULES FERRY
2932;JEAN RONDEAU (RUE);2;44;1;31;75;ECOLE PRIMAIRE MARCEAU
2936;JEAN SEBASTIEN BACH (ALLEE);;;23;31;51;FOYER FULBERT MASSON
2935;JEAN SEBASTIEN BACH (BOULEVARD);2;2;1;21;51;FOYER FULBERT MASSON
2940;JEAN YVES CHAPALAIN (BOULEVARD);4;148;1;127;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
2916;JEAN-PAUL SARTRE (IMPASSE);2;6;1;7;34;RESTAURANT SCOLAIRE DU PLATEAU
2945;JEANNE D'ARC (RUE);2;18BIS;1;17;27;RESTAURANT SCOLAIRE PRIMAIRE RENE DESCARTES
;JET D'EAU (ESCALIER DU);;;;;1;MAIRIE - SALLE PAUL SCARRON
2946;JET D'EAU (PLACE DU);;;;;1;MAIRIE - SALLE PAUL SCARRON
2946;JET D'EAU (PLACE DU);;;;;30;RESTAURANT SCOLAIRE GERMAIN PILON
2947;JEUX (ALLEE DES);;;;;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2948;JIM CLARK (RUE);2;8;1;27;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2951;JOACHIM BONNIER (RUE);6;42;19;47;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
2949;JOACHIM DU BELLAY (RUE);2;58;1;107;18;MAISON DE QUARTIER CHARLES TRENET
5565;JOEL SADELER (RUE);2;90;1;35;80;RESTAURANT SCOLAIRE MONTAIGU
2950;JOINVILLE (RUE);2;54;9;43;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
2953;JOLIE (IMPASSE);;;13;13;45;RESTAURANT SCOLAIRE JEAN MACE
2956;JONQUILLES (ALLEE DES);;;;;79;ECOLE MATERNELLE MARIE CURIE
2960;JONQUILLES (RUE DES);2;38;1;23;79;ECOLE MATERNELLE MARIE CURIE
2961;JOSE MARIA DE HEREDIA (RUE);2;54;3;27;25;ECOLE PRIMAIRE CLAIREFONTAINE
2964;JOSEPH KESSEL (RUE);;;;;8;ECOLE MATERNELLE FRANCOIS-RABELAIS
2964;JOSEPH KESSEL (RUE);;;;;9;ECOLE MATERNELLE FRANCOIS-RABELAIS
2962;JOSEPH-MARIE JACQUARD (RUE);4;10;1;11;70;RESTAURANT SCOLAIRE BERTHE HUBERT
2963;JOSETTE GUY (ALLEE);4;16;3;21;61;RESTAURANT SCOLAIRE JEAN VILAR
2965;JOUBERT (RUE);2;78;1;57;87;ECOLE MATERNELLE PAULINE KERGOMARD
2968;JUAN MANUEL FANGIO (RUE);;;;;60;RESTAURANT SCOLAIRE LOUIS BLERIOT
2970;JUIVERIE (RUE DE LA);4;22BIS;1;13;2;ECOLE MATERNELLE CLAUDE-CHAPPE
2972;JULES CHERET (RUE);2;38;1;61;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2975;JULES FERRY (RUE);4;46;1;5;68;RESTAURANT SCOLAIRE JULES FERRY
2978;JULES LADOUMEGUE (RUE);2;22;3;5;64;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
2980;JULES MASSENET (RUE);4;16;1;29;14;RESTAURANT SCOLAIRE FERDINAND-BUISSON
2982;JULES MICHELET (RUE);2;12;1;15;18;MAISON DE QUARTIER CHARLES TRENET
2985;JULES RAIMU (RUE);8;108;7;121;59;RESTAURANT SCOLAIRE LOUIS BLERIOT
2987;JULES RENARD (RUE);2;14;5;13;92;RESTAURANT SCOLAIRE DE LA MADELEINE
2988;JULES ROMAINS (RUE);4;8;;;34;RESTAURANT SCOLAIRE DU PLATEAU
2989;JULES VALLES (RUE);36;42;1;37;62;RESTAURANT SCOLAIRE JEAN VILAR
2990;JULES VEDRINES (RUE);2;12;1;31;54;SALLE LE ROYAL
2995;JULES VERNE (RUE);8;22;7;25;37;RESTAURANT SCOLAIRE SABLONNIERE
3000;JULIEN BODEREAU (RUE);4;94;39;125;13;ECOLE PRIMAIRE SUZANNE-BUSSON
3002;JULIEN DUVIVIER (RUE);2;24;1;27;96;ITEMM
3003;JULIEN GRACQ (RUE);2;16;;;38;RESTAURANT SCOLAIRE SABLONNIERE
3005;JULIEN PESCHE (RUE);4;14;;;76;RESTAURANT SCOLAIRE PAUL COURBOULAY
3010;JUPILLES (RUE DE);4;16;3;25;65;RESTAURANT SCOLAIRE DOCTEUR CALMETTE
3013;JURA (RUE DU);2;10;1;7;38;RESTAURANT SCOLAIRE SABLONNIERE
3012;KABOUL (RUE DE);2;22;1;1;20;ECOLE PRIMAIRE DU VILLARET
3014;KEPLER (RUE);2;20;1;39;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
3015;KLEBER (RUE);2;120;5;103;87;ECOLE MATERNELLE PAULINE KERGOMARD
5570;L'AIGLE NOIR (ALLEE);;;;;40;RESTAURANT SCOLAIRE CLAUDE BERNARD
3025;LA ROCHELLE (RUE DE);2;34;1;33;94;RESTAURANT SCOLAIRE MARCEL PAGNOL
3021;LAC (RUE DU);2;6;1;9;41;MAISON DE QUARTIER EDITH PIAF
3030;LAFAYETTE (RUE);2;38;7;35;85;ECOLE MATERNELLE PAULINE KERGOMARD
3029;LAFAYETTE (SQUARE);;;;;73;ECOLE PRIMAIRE MARCEAU
3035;LAFERRIERE (SQUARE);;;1;9;87;ECOLE MATERNELLE PAULINE KERGOMARD
3027;LAGRANGE (RUE);2;22;;;39;RESTAURANT SCOLAIRE CLAUDE BERNARD
